Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions,529,0,290,286.8076410207826,216.87022800006162,433.150532000127,747.2930056710775,18.228156140644945,0.0,290,290,300,300,310,310,320,400,430,430,430
,Aggregated,529,0,290,286.8076410207826,216.87022800006162,433.150532000127,747.2930056710775,18.228156140644945,0.0,290,290,300,300,310,310,320,400,430,430,430
